207 377
179 190 5323
0
3
94 176 5326
83 40 5325
43 192 5324
2
39 149 5328
6 180 5327
1
17 202 5329
3
189 127 5332
60 105 5331
42 79 5330
1
8 31 5333
2
185 131 5335
61 151 5334
2
198 153 5337
51 53 5336
2
181 104 5339
2 6 5338
2
60 165 5341
45 171 5340
0
3
140 155 5344
95 167 5343
47 187 5342
0
0
0
0
1
114 15 5345
1
187 123 5346
1
72 140 5347
2
77 9 5349
13 96 5348
1
6 59 5350
2
101 117 5352
41 204 5351
0
1
159 76 5353
2
96 193 5355
17 128 5354
1
101 72 5356
0
1
3 46 5357
0
0
2
168 65 5359
55 5 5358
1
121 70 5360
1
11 173 5361
0
1
178 120 5362
1
47 111 5363
0
0
0
2
124 21 5365
63 118 5364
2
166 22 5367
87 24 5366
3
60 30 5370
36 160 5369
17 111 5368
2
116 5 5372
113 117 5371
3
118 89 5375
74 120 5374
1 104 5373
2
180 205 5377
139 172 5376
1
64 32 5378
1
201 64 5379
2
185 54 5381
148 195 5380
0
2
98 127 5383
44 26 5382
1
128 51 5384
0
0
0
1
163 145 5385
1
84 136 5386
1
28 8 5387
0
0
2
183 85 5389
27 150 5388
2
62 88 5391
39 75 5390
0
1
17 119 5392
2
169 18 5394
73 38 5393
2
77 179 5396
36 66 5395
2
134 16 5398
67 114 5397
0
2
194 180 5400
170 42 5399
0
2
59 180 5402
21 121 5401
0
1
11 34 5403
1
128 144 5404
1
32 54 5405
0
1
142 47 5406
0
0
0
2
125 119 5408
62 185 5407
0
2
122 45 5410
32 142 5409
0
1
131 45 5411
1
25 75 5412
1
63 66 5413
0
2
157 198 5415
29 7 5414
0
1
180 165 5416
1
183 117 5417
1
112 160 5418
1
35 37 5419
0
2
136 96 5421
70 84 5420
1
2 152 5422
2
168 161 5424
146 162 5423
1
109 113 5425
0
2
60 6 5427
23 164 5426
0
1
118 176 5428
0
1
145 79 5429
0
1
123 182 5430
2
170 162 5432
108 163 5431
1
125 17 5433
1
47 38 5434
1
74 123 5435
1
113 85 5436
0
1
61 102 5437
2
146 13 5439
98 71 5438
1
75 148 5440
3
171 17 5443
113 204 5442
36 83 5441
1
107 44 5444
2
205 94 5446
74 32 5445
0
0
2
121 154 5448
69 87 5447
2
136 79 5450
25 1 5449
0
0
0
2
118 115 5452
16 206 5451
1
168 28 5453
1
134 110 5454
1
205 131 5455
2
203 185 5457
192 122 5456
1
142 30 5458
0
0
1
28 158 5459
1
173 165 5460
0
0
2
143 101 5462
122 134 5461
1
96 159 5463
0
1
194 144 5464
1
117 21 5465
0
1
53 37 5466
0
0
0
0
0
0
1
98 192 5467
2
180 39 5469
22 158 5468
2
154 158 5471
107 95 5470
2
153 64 5473
123 118 5472
0
1
53 86 5474
0
2
185 40 5476
83 189 5475
1
2 200 5477
1
74 26 5478
2
200 187 5480
177 123 5479
0
2
166 112 5482
46 95 5481
1
145 188 5483
0
1
114 128 5484
2
171 146 5486
75 131 5485
0
4
117 44 5490
96 122 5489
63 39 5488
53 202 5487
0
0
0
1
64 49 5491
0
1
134 35 5492
1
72 160 5493
1
7 56 5494
1
160 187 5495
1
138 157 5496
1
120 101 5497
2
164 111 5499
76 24 5498
1
138 8 5500
2
141 76 5502
3 31 5501
2
201 194 5504
128 153 5503
1
197 68 5505
0
3
81 62 5508
71 181 5507
27 89 5506
2
203 45 5510
69 93 5509
1
25 65 5511
1
45 129 5512
0
2
204 151 5514
130 164 5513
0
5
178 139 5519
150 62 5518
104 125 5517
95 203 5516
37 170 5515
1
72 197 5520
2
69 83 5522
32 84 5521
1
107 93 5523
2
72 124 5525
62 139 5524
2
189 178 5527
122 169 5526
1
40 118 5528
0
1
123 98 5529
1
115 14 5530
0
0
1
146 191 5531
0
1
38 126 5532
0
0
1
160 1 5533
0
1
0 186 5534
1
72 132 5535
1
16 2 5536
1
198 165 5537
2
191 5 5539
186 82 5538
0
1
63 157 5540
1
107 30 5541
1
66 122 5542
1
71 179 5543
1
11 148 5544
1
83 81 5545
2
84 46 5547
32 52 5546
0
3
161 66 5550
72 121 5549
7 25 5548
0
0
1
95 195 5551
0
1
170 171 5552
1
63 177 5553
1
26 132 5554
1
191 186 5555
0
0
0
1
137 63 5556
1
29 116 5557
2
163 93 5559
61 175 5558
0
4
163 8 5563
96 176 5562
81 32 5561
1 11 5560
1
86 121 5564
1
119 90 5565
0
0
0
0
1
119 128 5566
0
3
173 151 5569
79 134 5568
74 111 5567
0
1
61 49 5570
2
164 25 5572
5 66 5571
1
151 174 5573
1
35 57 5574
2
173 110 5576
156 50 5575
0
1
4 123 5577
0
0
0
0
1
149 107 5578
2
202 176 5580
185 99 5579
1
114 188 5581
0
3
173 150 5584
172 80 5583
146 27 5582
0
2
101 135 5586
45 42 5585
1
149 13 5587
1
55 76 5588
0
1
73 4 5589
0
1
17 36 5590
0
0
2
104 159 5592
59 146 5591
1
91 171 5593
2
194 176 5595
60 196 5594
0
0
0
2
102 187 5597
55 58 5596
2
35 49 5599
4 170 5598
1
162 41 5600
1
176 130 5601
0
1
105 29 5602
0
1
55 87 5603
0
0
2
116 147 5605
88 22 5604
2
179 57 5607
163 98 5606
0
1
120 5 5608
0
0
2
129 174 5610
82 168 5609
1
109 113 5611
0
1
16 173 5612
3
189 113 5615
179 157 5614
155 31 5613
0
0
0
5
164 94 5620
91 179 5619
46 63 5618
36 18 5617
24 1 5616
0
1
4 167 5621
2
162 170 5623
49 130 5622
0
1
202 153 5624
3
202 105 5627
103 198 5626
47 108 5625
0
2
35 132 5629
29 91 5628
0
0
1
107 36 5630
0
0
1
20 36 5631
2
132 183 5633
12 146 5632
0
0
1
171 65 5634
0
0
3
150 4 5637
81 19 5636
1 194 5635
1
44 5 5638
3
164 16 5641
143 177 5640
21 178 5639
1
85 158 5642
0
0
4
199 202 5646
188 63 5645
167 205 5644
20 42 5643
1
156 172 5647
3
107 116 5650
84 62 5649
13 129 5648
1
60 137 5651
2
72 110 5653
44 116 5652
4
84 90 5657
72 184 5656
14 82 5655
12 158 5654
1
60 89 5658
0
1
166 40 5659
0
0
1
200 3 5660
1
102 61 5661
0
2
167 55 5663
161 15 5662
2
65 144 5665
53 115 5664
2
169 21 5667
112 24 5666
0
0
0
3
177 16 5670
32 15 5669
11 43 5668
0
1
194 129 5671
3
206 29 5674
164 157 5673
16 153 5672
6
136 78 5680
116 194 5679
75 187 5678
55 132 5677
45 154 5676
9 163 5675
0
0
0
0
2
61 201 5682
26 104 5681
3
193 94 5685
81 38 5684
49 56 5683
1
155 61 5686
1
28 149 5687
0
1
91 119 5688
2
152 58 5690
107 186 5689
1
60 41 5691
1
122 98 5692
0
1
151 189 5693
4
169 25 5697
136 115 5696
33 13 5695
4 73 5694
1
127 176 5698
0
2
160 24 5700
32 193 5699
1
39 34 5701
1
38 79 5702
1
177 90 5703
2
116 123 5705
39 173 5704
2
87 134 5707
29 132 5706
0
0
0
4
90 107 5711
49 81 5710
41 13 5709
38 88 5708
0
4
108 17 5715
93 163 5714
45 18 5713
28 109 5712
3
79 105 5718
76 177 5717
64 13 5716
0
2
192 11 5720
191 85 5719
0
1
40 39 5721
0
1
44 73 5722
0
2
197 22 5724
28 199 5723
2
176 177 5726
139 128 5725
0
0
1
49 195 5727
1
185 184 5728
1
184 175 5729
0
0
1
172 149 5730
1
22 203 5731
3
69 34 5734
42 182 5733
31 94 5732
2
123 177 5736
27 173 5735
0
2
95 187 5738
58 47 5737
1
151 42 5739
0
3
71 174 5742
19 95 5741
11 49 5740
2
52 122 5744
4 15 5743
1
72 73 5745
0
2
187 145 5747
46 197 5746
1
42 137 5748
1
166 40 5749
1
105 138 5750
1
45 24 5751
0
0
0
1
5 177 5752
1
67 116 5753
1
202 9 5754
1
25 140 5755
1
74 71 5756
1
62 95 5757
1
103 190 5758
2
66 70 5760
60 165 5759
1
93 56 5761
0
3
156 189 5764
139 8 5763
43 192 5762
0
0
1
154 0 5765
0
2
102 172 5767
82 41 5766
0
0
0
1
160 52 5768
0
1
158 111 5769
3
195 15 5772
92 144 5771
72 0 5770
0
2
162 157 5774
13 56 5773
1
177 150 5775
2
186 81 5777
148 87 5776
1
179 47 5778
3
200 103 5781
116 11 5780
84 36 5779
3
182 67 5784
162 158 5783
44 67 5782
1
109 136 5785
1
121 102 5786
2
129 174 5788
15 81 5787
2
32 152 5790
9 42 5789
0
1
121 147 5791
2
139 68 5793
136 69 5792
4
152 42 5797
105 174 5796
41 200 5795
7 63 5794
0
0
1
179 60 5798
1
45 104 5799
1
126 14 5800
1
58 48 5801
0
2
121 81 5803
86 132 5802
1
193 79 5804
1
69 139 5805
1
181 183 5806
1
171 129 5807
0
2
197 95 5809
152 84 5808
0
0
1
30 40 5810
0
0
0
0
1
82 131 5811
3
163 204 5814
52 191 5813
45 74 5812
2
156 31 5816
148 140 5815
0
0
1
8 14 5817
1
42 56 5818
1
159 4 5819
1
193 186 5820
1
73 62 5821
0
0
1
110 84 5822
2
175 113 5824
156 176 5823
2
103 164 5826
32 75 5825
1
58 186 5827
1
163 155 5828
2
33 5 5830
28 49 5829
2
73 174 5832
9 118 5831
1
120 36 5833
1
87 188 5834
0
0
2
201 186 5836
38 110 5835
1
89 35 5837
0
3
177 56 5840
155 26 5839
24 185 5838
0
1
106 70 5841
1
81 133 5842
1
21 59 5843
3
200 142 5846
123 206 5845
106 138 5844
1
167 101 5847
3
75 35 5850
25 1 5849
4 170 5848
0
0
2
104 78 5852
18 47 5851
2
113 134 5854
93 21 5853
2
174 148 5856
26 100 5855
0
1
33 71 5857
0
1
114 121 5858
2
114 129 5860
97 148 5859
1
201 149 5861
0
1
19 109 5862
4
188 133 5866
169 105 5865
61 48 5864
35 171 5863
0
1
73 197 5867
1
16 187 5868
2
178 160 5870
1 146 5869
1
35 68 5871
0
1
113 43 5872
0
1
48 116 5873
0
0
1
156 50 5874
0
0
1
113 64 5875
3
176 190 5878
88 18 5877
20 33 5876
0
0
5
206 78 5883
157 169 5882
113 111 5881
74 56 5880
66 8 5879
0
1
60 196 5884
1
98 79 5885
1
184 141 5886
1
130 31 5887
0
0
1
37 52 5888
0
0
1
70 199 5889
2
159 178 5891
30 55 5890
1
178 200 5892
0
2
200 7 5894
191 69 5893
0
0
3
194 57 5897
128 81 5896
83 187 5895
1
68 145 5898
0
0
1
118 38 5899
0
1
44 138 5900
1
195 159 5901
1
75 143 5902
0
3
82 12 5905
52 73 5904
27 43 5903
2
85 28 5907
54 109 5906
0
2
194 92 5909
61 91 5908
1
24 99 5910
2
106 179 5912
18 97 5911
2
176 73 5914
172 205 5913
1
169 174 5915
1
102 121 5916
3
108 93 5919
59 12 5918
23 19 5917
0
1
123 193 5920
1
156 125 5921
0
2
74 152 5923
62 123 5922
2
88 105 5925
55 39 5924
1
116 163 5926
1
197 196 5927
0
0
0
0
0
1
3 43 5928
1
65 177 5929
2
118 189 5931
108 132 5930
2
135 141 5933
59 67 5932
1
110 16 5934
0
0
2
29 132 5936
22 183 5935
0
1
60 125 5937
1
46 52 5938
0
1
11 187 5939
0
1
40 171 5940
1
21 137 5941
2
115 131 5943
3 26 5942
1
33 150 5944
0
4
157 11 5948
147 35 5947
66 188 5946
46 103 5945
1
190 54 5949
2
138 130 5951
46 58 5950
0
0
1
27 112 5952
2
196 30 5954
86 167 5953
2
159 150 5956
106 61 5955
0
1
74 38 5957
0
0
1
46 17 5958
0
2
94 156 5960
27 52 5959
2
190 201 5962
18 165 5961
2
192 65 5964
152 136 5963
0
1
133 40 5965
3
110 53 5968
38 19 5967
6 116 5966
0
0
0
1
182 203 5969
1
101 77 5970
1
101 85 5971
2
135 151 5973
10 53 5972
1
76 86 5974
0
2
205 112 5976
55 101 5975
1
91 92 5977
2
32 4 5979
15 29 5978
2
185 167 5981
55 83 5980
2
116 135 5983
44 153 5982
3
191 13 5986
77 169 5985
60 81 5984
2
79 189 5988
37 11 5987
0
0
0
0
1
166 176 5989
0
0
1
98 54 5990
1
124 195 5991
1
7 191 5992
1
75 28 5993
0
1
34 94 5994
1
28 182 5995
1
96 98 5996
3
136 133 5999
104 145 5998
68 30 5997
3
184 169 6002
82 148 6001
50 71 6000
0
0
0
0
1
54 162 6003
1
151 167 6004
1
99 109 6005
1
60 108 6006
1
25 166 6007
1
10 102 6008
0
1
76 139 6009
1
146 144 6010
1
36 54 6011
0
1
163 73 6012
2
136 140 6014
93 8 6013
1
114 6 6015
0
2
144 79 6017
106 57 6016
2
117 39 6019
61 99 6018
1
46 153 6020
1
169 62 6021
1
38 205 6022
2
161 1 6024
58 195 6023
0
0
0
0
1
196 65 6025
1
46 76 6026
0
1
120 202 6027
1
112 86 6028
2
72 80 6030
29 199 6029
3
137 51 6033
135 160 6032
118 26 6031
1
28 105 6034
1
8 38 6035
1
72 41 6036
0
0
0
1
109 198 6037
0
1
116 76 6038
1
57 161 6039
2
179 195 6041
2 147 6040
2
170 118 6043
78 148 6042
2
77 129 6045
10 180 6044
1
61 179 6046
0
1
31 158 6047
2
187 174 6049
172 155 6048
0
0
1
20 58 6050
0
1
117 3 6051
1
7 89 6052
1
204 187 6053
1
159 117 6054
2
146 50 6056
39 87 6055
2
100 150 6058
23 153 6057
0
1
93 166 6059
1
144 77 6060
3
113 111 6063
74 162 6062
45 128 6061
0
0
5
177 140 6068
83 184 6067
61 137 6066
58 34 6065
22 68 6064
0
2
185 140 6070
165 74 6069
0
2
95 169 6072
44 159 6071
5
70 36 6077
69 3 6076
25 13 6075
18 91 6074
3 198 6073
1
181 76 6078
1
7 77 6079
0
1
13 79 6080
1
37 201 6081
1
110 70 6082
0
3
181 35 6085
69 148 6084
30 180 6083
1
46 52 6086
1
92 148 6087
0
2
73 116 6089
44 0 6088
1
104 93 6090
0
0
1
136 85 6091
2
161 69 6093
124 82 6092
2
99 118 6095
71 43 6094
0
0
3
190 35 6098
155 73 6097
126 65 6096
3
206 10 6101
104 75 6100
49 172 6099
2
26 200 6103
1 99 6102
1
167 128 6104
1
120 193 6105
1
107 206 6106
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
